157.1,-2734.1,-9340.1
157.1,-2813.0,-9283.1
215.0,-2880.0,-9161.0
212.0,-2784.0,-9197.0
272.0,-2760.0,-9333.0
193.1,-2736.0,-9340.1
138.0,-2696.0,-9458.0
16.1,-2677.1,-9460.1
0.0,-2581.1,-9168.0
100.1,-2633.0,-9118.1
411.0,-2717.0,-9336.0
241.1,-2744.0,-9570.0
150.0,-2859.0,-9180.0
380.0,-2868.0,-9120.0
229.1,-2844.0,-9285.0
349.1,-2818.1,-9463.1
33.0,-2566.1,-9525.0
-170.0,-2576.0,-9218.0
54.0,-2789.0,-9142.1
114.0,-2832.0,-9178.1
40.1,-2768.0,-9360.0
167.0,-2710.1,-9300.0
246.0,-2741.0,-9249.0
299.0,-2784.0,-9348.0
126.0,-2686.1,-9455.0
157.1,-2708.0,-9376.1
133.1,-2760.0,-9372.0
119.0,-2806.1,-9163.1
212.0,-2777.0,-9166.1
76.1,-2720.0,-9297.0
45.0,-2684.0,-9271.1
38.0,-2710.1,-9123.0
-21.0,-2660.0,-9166.1
-62.0,-2679.0,-9259.1
-45.0,-2677.1,-9202.1
119.0,-2693.0,-9580.1
411.0,-2748.0,-9664.1
378.0,-2803.1,-9668.0
437.0,-2928.0,-9465.0
485.0,-2902.1,-9118.1
11.0,-2684.0,-9060.0
-57.0,-2684.0,-8962.1
306.0,-2815.1,-8804.0
390.0,-2837.0,-9166.1
241.1,-2780.0,-9374.0
310.1,-2751.0,-9427.1
325.1,-2753.0,-9360.0
172.1,-2720.0,-9453.0
131.0,-2641.1,-9465.0
133.1,-2617.1,-9403.1
121.1,-2626.1,-9242.0
117.0,-2638.1,-9230.0
109.1,-2667.0,-9266.0
-7.1,-2669.0,-9096.0
114.0,-2746.1,-9034.1
150.0,-2791.1,-9130.1
224.0,-2763.0,-9309.0
253.1,-2734.1,-9238.1
330.0,-2617.1,-9369.0
397.1,-2645.0,-9652.1
485.0,-2667.0,-9645.0
215.0,-2643.0,-9618.0
126.0,-2746.1,-9309.0
83.0,-2653.1,-9202.1
-86.0,-2578.1,-9130.1
150.0,-2715.0,-9034.1
368.0,-2854.1,-9044.0
454.1,-2914.1,-9068.0
378.0,-2849.0,-9168.0
387.0,-2791.1,-9249.0
380.0,-2669.0,-9376.1
454.1,-2667.0,-9314.0
334.1,-2691.0,-9345.0
339.0,-2727.0,-9314.0
167.0,-2775.0,-9427.1
200.0,-2736.0,-9317.0
227.0,-2691.0,-9223.1
167.0,-2772.0,-9072.0
-48.0,-2825.0,-9027.0
-471.0,-2650.1,-9015.0
-483.0,-2356.1,-9683.0
-9.0,-2298.0,-10008.0
334.1,-2449.1,-9944.0
