-694.1,-7396.1,-10516.1
47.0,-10848.0,-9484.1
1498.1,-11260.1,-7973.0
2365.1,-7961.0,-7301.0
3636.0,-8892.0,-9405.0
2882.0,-9436.1,-8191.1
1864.1,-9819.0,-6436.1
1364.0,-7204.1,-4681.1
622.1,-5490.0,-4025.0
1146.0,-4096.1,-3716.0
1886.0,-3424.1,-3613.1
2271.0,-2365.1,-3601.1
2408.0,-5270.0,-5347.1
-318.0,-9428.0,-7851.0
-1104.0,-12227.0,-9264.0
11.0,-10441.1,-8244.0
-881.0,-6843.0,-9965.0
-1527.0,-5624.0,-14694.0
-503.0,-5696.0,-13813.1
-184.1,-3953.0,-10973.0
-768.0,-2760.0,-9929.0
-1585.1,-1556.0,-7171.1
-1894.1,-426.0,-4945.1
-941.0,332.0,-3862.1
-625.1,-165.0,-4959.0
-1183.1,-3237.0,-8830.1
-1321.1,-6421.1,-10451.0
143.0,-10420.1,-8275.1
-342.0,-8916.0,-8593.1
-72.0,-7501.1,-10166.0
1304.0,-8756.0,-10286.0
828.0,-9440.0,-6520.1
430.1,-9309.0,-5170.1
404.0,-7726.1,-4779.0
-143.0,-5902.1,-4581.0
282.0,-4819.1,-4056.0
1096.1,-4020.0,-3374.0
1814.0,-3014.0,-3530.0
2889.0,-5301.0,-5364.0
782.0,-8317.1,-7494.0
725.0,-12287.0,-8701.1
-313.1,-8988.0,-8474.0
6.0,-5789.0,-12750.0
-79.1,-5339.0,-15194.0
-641.0,-5612.0,-13241.0
-1053.0,-4444.1,-10291.1
-1611.0,-2863.1,-8572.1
-1961.0,-1889.0,-6666.0
-1846.1,-756.0,-4346.0
-965.0,-12.0,-3733.1
-380.0,121.1,-4260.0
-234.0,-998.0,-6654.0
-62.0,-5629.1,-10116.0
-905.0,-11406.0,-7803.0
1330.1,-11969.0,-7164.0
-816.0,-7511.0,-9015.0
-62.0,-6170.0,-10873.1
-572.0,-5935.1,-9223.1
-2329.1,-5720.0,-8289.0
-2351.0,-4985.0,-7633.1
-2614.1,-3534.0,-7140.0
-2308.1,-2389.1,-5280.0
-871.1,-1333.1,-5806.1
215.0,-1211.0,-8500.1
931.1,-5959.1,-11028.0
-1683.0,-5610.0,-12161.0
-1554.0,-4451.0,-12606.0
-1274.0,-2478.0,-13459.1
-960.0,-2689.1,-14057.0
-512.0,-3957.0,-12111.0
696.0,-5068.1,-7210.1
2001.0,-4750.1,-4016.0
2159.0,-2746.1,-4272.0
1132.1,-1692.0,-8395.1
1005.0,-5337.0,-11754.0
-55.1,-5789.0,-9793.1
1158.0,-7973.0,-9788.0
1230.0,-7558.1,-7856.0
852.0,-6464.0,-7212.0
720.0,-6395.0,-8151.0
1931.0,-6869.0,-8019.0
2425.1,-7264.1,-7001.0
2365.1,-7372.1,-6137.0
1046.0,-7156.1,-7200.0
0.0,-6412.1,-7569.0
-799.1,-5847.0,-7435.1
-917.0,-5784.0,-7226.0
-1197.0,-5928.0,-6826.1
-1106.0,-6268.1,-5972.0
-505.1,-6081.0,-6228.0
-536.0,-5916.0,-7344.0
-716.0,-5988.0,-7667.0
-629.0,-6043.1,-7705.1
-220.1,-6048.0,-7253.0
-2.0,-5811.0,-7624.1
-462.0,-5645.0,-8445.0
-900.0,-5643.0,-8591.0
-1228.1,-5693.0,-8340.0
-1070.0,-5607.0,-8124.0
-1003.1,-5717.0,-7820.0
-541.1,-5849.0,-7509.0
-28.1,-5806.1,-7109.0
-108.0,-5629.1,-7212.0
-266.0,-5375.0,-7609.1
-366.0,-5444.0,-7475.0
-299.0,-5672.0,-7322.0
-270.0,-5636.0,-7499.0
-357.0,-5660.0,-7590.0
-395.0,-5657.0,-7861.1
-433.1,-5696.0,-7930.1
-488.0,-5904.0,-7731.0
-428.0,-5964.0,-7569.0
-222.0,-5842.1,-7655.0
-40.1,-5760.0,-7597.1
2.0,-5796.0,-7652.0
-31.1,-5868.0,-7528.1
-79.1,-5859.0,-7368.0
-19.1,-5768.0,-7533.0
136.1,-5792.0,-7571.0
-38.0,-5768.0,-7930.1
-105.0,-5782.1,-7990.1
-258.0,-5847.0,-7923.0
-282.0,-5832.0,-7825.1
-230.0,-5823.0,-7775.0
-179.0,-5746.1,-7705.1
-141.0,-5713.1,-7648.1
-134.0,-5851.1,-7492.1
-163.1,-5971.1,-7301.0
-127.1,-5856.0,-7241.0
-340.1,-5890.1,-7545.0
-357.0,-5866.1,-7748.0
-294.0,-5866.1,-7799.0
-395.0,-5827.1,-7856.0
-400.1,-5868.0,-7782.0
-342.0,-5792.0,-7746.0
-261.0,-5686.1,-7851.0
-215.0,-5679.0,-7928.0
-187.1,-5796.0,-7911.0
-14.0,-6067.1,-7514.0
11.0,-5981.0,-7576.1
18.0,-5875.1,-7827.0
-81.0,-5894.0,-7784.0
-244.1,-5909.0,-7767.0
-345.0,-5851.1,-7715.0
-263.0,-5871.0,-7621.1
-198.0,-5842.1,-7585.1
0.0,-5950.1,-7533.0
-38.0,-5897.0,-7621.1
-105.0,-5859.0,-7710.0
-86.0,-5897.0,-7571.0
